Store,mean_sales_open,median_sales_open,mean_customers,open_days,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,CompetitionDistanceMissing
977,4774.142857142857,4079.0,510.58105939004815,623,a,a,520.0,9.0,2005.0,0
978,7213.574358974359,6852.5,971.5769230769231,780,c,c,3890.0,,,0
979,6264.460358056266,5921.5,636.3823529411765,782,a,c,2270.0,11.0,2005.0,0
980,7019.6161745827985,6517.0,554.7676508344031,779,a,a,4420.0,9.0,2005.0,0
981,7308.912820512821,6976.0,754.225641025641,780,d,c,2620.0,11.0,2002.0,0
982,8058.279487179487,7540.5,691.6628205128205,780,d,a,21930.0,,,0
983,10259.789405684754,9860.0,1379.9302325581396,774,a,a,40.0,3.0,2014.0,0
984,6067.219072164949,5908.0,740.3492268041238,776,c,a,440.0,,,0
985,8387.258687258687,8111.0,774.7541827541828,777,c,c,490.0,5.0,2007.0,0
986,6220.2525906735755,5732.0,828.0867875647668,772,a,a,620.0,10.0,2014.0,0
987,6847.355867346939,6690.5,867.4655612244898,784,c,a,1690.0,6.0,2007.0,0
988,4698.071428571428,4548.0,722.5076530612245,784,a,a,30.0,11.0,2012.0,0
989,5242.463022508038,5114.5,573.5450160771704,622,a,a,1640.0,6.0,2006.0,0
990,6409.134615384615,6202.5,573.4807692307693,780,d,a,20930.0,,,0
991,5756.765083440308,5704.0,536.7509627727857,779,a,a,1010.0,,,0
992,5715.991014120667,5589.0,701.1424903722722,779,a,a,2480.0,7.0,1990.0,0
993,7618.029487179487,7292.0,752.8294871794872,780,d,c,3460.0,10.0,2013.0,0
994,4539.516046213093,4218.0,442.01155327342747,779,a,a,2290.0,7.0,2011.0,0
995,9264.346153846154,8892.5,788.1205128205128,780,d,a,6560.0,12.0,2013.0,0
996,6510.0469361147325,6101.0,696.7144719687093,767,c,a,2870.0,7.0,2015.0,0
997,5157.918053777209,4870.0,412.3226632522407,781,d,c,5840.0,7.0,2010.0,0
998,4316.940797940798,4123.0,534.2767052767052,777,a,a,780.0,9.0,2005.0,0
999,9183.744871794872,8818.0,660.401282051282,780,d,c,15140.0,2.0,2002.0,0
1000,7452.612540192926,7275.0,681.1495176848874,622,a,c,2230.0,5.0,2009.0,0
1001,5420.721227621483,5101.0,621.002557544757,782,c,a,19640.0,,,0
1002,6063.507653061224,5872.5,717.3686224489796,784,d,c,1130.0,11.0,2008.0,0
1003,7382.803594351733,6811.0,773.1065468549423,779,a,a,170.0,7.0,2013.0,0
1004,5165.445337620578,5017.5,451.9003215434084,622,d,c,970.0,,,0
1005,6205.9807445442875,5888.0,936.6919127086007,779,a,a,6480.0,,,0
1006,6371.961538461538,6090.5,866.2525641025641,780,c,c,3890.0,11.0,2006.0,0
1007,6996.2040816326535,6933.5,816.1454081632653,784,c,c,4180.0,9.0,2012.0,0
1008,5331.103316326531,5028.0,716.6517857142857,784,a,c,30.0,9.0,2010.0,0
1009,4772.184887459807,4663.0,458.1495176848875,622,a,a,230.0,7.0,2004.0,0
1010,8874.156887755102,8732.5,807.4706632653061,784,d,c,4610.0,6.0,2010.0,0
1011,7878.237483953787,7548.0,943.3273427471116,779,a,c,490.0,9.0,2012.0,0
1012,6049.710610932476,5984.5,517.0128617363345,622,d,c,6330.0,6.0,2004.0,0
1013,3993.560975609756,3827.0,443.1412066752246,779,a,a,630.0,2.0,2015.0,0
1014,12206.806161745828,12082.0,1349.6469833119384,779,a,c,210.0,,,0
1015,6040.029525032092,5744.0,492.4749679075738,779,d,c,9910.0,12.0,2010.0,0
1016,5409.414634146341,4956.0,500.19255455712454,779,c,c,550.0,,,0
1017,7203.429128738621,6988.0,1015.7542262678803,769,c,a,110.0,11.0,2008.0,0
1018,11748.342710997442,11256.5,1359.4782608695652,782,c,c,140.0,9.0,2012.0,0
1019,9071.00481540931,8673.0,753.5682182985554,623,d,c,2740.0,7.0,2014.0,0
1020,9032.451984635083,8982.0,1109.910371318822,781,a,a,40.0,8.0,2015.0,0
1021,8877.748051948052,8801.0,1062.009090909091,770,a,a,1080.0,5.0,2011.0,0
1022,7325.00513478819,6805.0,823.0231065468549,779,a,c,1520.0,,,0
1023,6152.617948717949,5839.5,630.1679487179487,780,c,a,3740.0,2.0,2002.0,0
1024,6135.470663265306,6092.0,785.4336734693877,784,c,c,1990.0,1.0,2012.0,0
1025,7425.501288659794,7231.0,866.6997422680413,776,a,a,720.0,11.0,2009.0,0
1026,9495.616174582798,8964.0,1180.2888318356868,779,c,a,450.0,6.0,2011.0,0
1027,13104.088282504013,12170.0,1657.9325842696628,623,a,c,190.0,6.0,2008.0,0
1028,4732.635430038511,4269.0,546.5802310654685,779,a,a,150.0,,,0
1029,5416.497435897436,5617.0,757.7217948717948,780,a,a,1590.0,3.0,2006.0,0
1030,3610.6705128205126,3525.5,331.9179487179487,780,a,a,36410.0,4.0,2008.0,0
1031,4843.85622593068,4457.0,417.96919127086005,779,d,a,590.0,5.0,2001.0,0
1032,9195.198717948719,8929.5,964.276923076923,780,d,c,270.0,2.0,2013.0,0
1033,13865.140306122448,13585.0,1299.2308673469388,784,a,a,7680.0,3.0,2006.0,0
1034,6503.775641025641,6278.0,728.3974358974359,780,a,a,13750.0,4.0,2015.0,0
1035,4876.658974358975,4728.5,577.4653846153847,780,a,a,27150.0,,,0
1036,4986.202824133505,4890.0,471.594351732991,779,d,c,9560.0,,,0
1037,6906.44358974359,6558.5,873.9474358974359,780,a,c,150.0,,,0
1038,5897.262057877813,5732.0,513.4372990353697,622,d,a,17290.0,10.0,2013.0,0
1039,8181.42542153048,7875.0,1037.385214007782,771,a,c,70.0,6.0,1990.0,0
1040,8697.509627727855,8136.0,866.1540436456996,779,a,a,4030.0,2.0,2013.0,0
1041,6111.715434083601,6129.0,655.9726688102894,622,c,a,1600.0,8.0,2013.0,0
1042,4131.250320924262,3941.0,546.8575096277278,779,a,a,3440.0,,,0
1043,8792.828205128206,8569.5,1206.9807692307693,780,c,a,420.0,3.0,2006.0,0
1044,6622.019305019305,6497.0,894.7554697554698,777,c,a,240.0,4.0,2015.0,0
1045,7535.886749716874,7532.0,915.246885617214,883,a,c,26990.0,12.0,2013.0,0
1046,8698.353846153846,8225.0,684.0641025641025,780,d,c,29070.0,4.0,2005.0,0
1047,4885.469072164949,4638.0,525.6469072164948,776,a,a,3750.0,,,0
1048,6887.168582375479,6559.0,531.5823754789272,783,d,c,1860.0,9.0,2012.0,0
1049,3985.379421221865,3776.0,636.2572347266881,622,a,a,370.0,7.0,2012.0,0
1050,7389.514724711908,7103.0,517.7234314980794,781,d,c,13170.0,8.0,2014.0,0
1051,7490.758485639687,7206.0,1006.3446475195823,766,c,a,200.0,7.0,1998.0,0
1052,7269.395378690629,6921.0,756.0770218228498,779,a,c,5080.0,,,0
1053,8932.307397959185,8289.5,1009.7729591836735,784,a,a,1710.0,7.0,2015.0,0
1054,6034.232142857143,5803.0,616.9757653061224,784,a,c,13190.0,,,0
1055,7914.593869731801,7710.0,990.4061302681993,783,c,a,1980.0,4.0,2009.0,0
1056,3877.298555377207,3688.0,369.8362760834671,623,d,c,5350.0,,,0
1057,6423.996173469388,6340.0,640.4119897959183,784,d,c,3230.0,11.0,2011.0,0
1058,7263.338896020539,7015.0,700.9101412066752,779,a,c,180.0,,,0
1059,8424.552295918367,8216.5,1153.751275510204,784,c,a,3380.0,4.0,2013.0,0
1060,7327.31322207959,6980.0,848.1065468549423,779,a,c,3430.0,,,0
1061,7378.339768339768,7156.0,554.7310167310168,777,d,c,8110.0,,,0
1062,6405.9807445442875,6081.0,592.428754813864,779,d,a,190.0,9.0,2012.0,0
1063,4271.286989795918,4015.0,530.9451530612245,784,a,c,6250.0,,,0
1064,9455.578947368422,8970.0,1067.8587933247754,779,a,c,420.0,,,0
1065,4198.162379421222,4131.0,485.2636655948553,622,a,a,1290.0,,,0
1066,11073.919127086008,10732.0,1125.9268292682927,779,a,a,3350.0,,,0
1067,5756.186495176848,5558.0,490.37299035369773,622,d,c,12020.0,7.0,2009.0,0
1068,4441.53667953668,4287.0,309.5444015444015,777,d,c,5010.0,,,0
1069,6305.269820971867,5949.5,794.7020460358057,782,a,c,18050.0,,,0
1070,7034.711734693878,6836.0,867.952806122449,784,c,c,400.0,10.0,2008.0,0
1071,6027.225765306122,5893.5,728.6198979591836,784,a,a,820.0,3.0,2012.0,0
1072,6821.911424903723,6705.0,642.0731707317074,779,a,c,5380.0,8.0,2015.0,0
1073,7276.792041078305,6920.0,918.2631578947369,779,a,c,1710.0,,,0
1074,5146.24358974359,4892.0,555.6076923076923,780,c,c,3330.0,10.0,2001.0,0
1075,11485.389030612245,11312.0,1092.7602040816328,784,a,c,1410.0,10.0,2013.0,0
1076,3620.02567394095,3432.0,545.4492939666238,779,a,c,90.0,,,0
1077,4489.767650834403,4317.0,495.93966623876764,779,a,a,3750.0,11.0,2001.0,0
1078,6808.079794079794,6115.0,523.6293436293437,777,d,c,670.0,,,0
1079,8685.312419974392,7989.0,689.3265044814341,781,a,a,16680.0,,,0
1080,10190.765273311898,9980.5,841.5305466237942,622,a,a,2410.0,,,0
1081,5924.919418758256,5904.0,937.1783355350066,757,b,a,400.0,3.0,2006.0,0
1082,7044.78717948718,6592.0,1034.696153846154,780,c,a,440.0,4.0,2002.0,0
1083,5146.368758002561,5025.0,360.65044814340587,781,d,c,11540.0,,,0
1084,6271.369565217391,6015.0,807.9590792838875,782,a,a,190.0,,,0
1085,7567.2334183673465,7327.0,760.3201530612245,784,c,a,4030.0,2.0,2015.0,0
1086,7677.409731113957,7152.0,839.134443021767,781,a,a,180.0,11.0,2013.0,0
1087,6282.202806122449,6077.5,615.4808673469388,784,d,c,2210.0,11.0,2011.0,0
1088,5084.703465982028,4874.0,485.14762516046216,779,a,a,4300.0,3.0,2009.0,0
1089,10160.761232349165,9914.0,1002.5750962772786,779,d,a,5220.0,5.0,2009.0,0
1090,6453.071794871795,6333.5,785.6602564102565,780,a,a,330.0,,,0
1091,8276.345663265307,7830.0,697.1913265306123,784,a,c,9990.0,,,0
1092,11960.538585209004,11726.5,1165.022508038585,622,a,a,300.0,7.0,2000.0,0
1093,8338.826923076924,8112.5,869.45,780,c,c,10450.0,6.0,2009.0,0
1094,4574.715434083601,4452.0,373.84244372990355,622,d,a,2380.0,3.0,2013.0,0
1095,4781.415601023018,4632.5,677.8324808184143,782,a,a,690.0,6.0,2007.0,0
1096,5456.523748395379,5052.0,633.0629011553274,779,a,c,1130.0,,,0
1097,9744.599787685775,9603.0,2420.9214437367305,942,b,b,720.0,3.0,2002.0,0
1098,5259.497435897436,5211.0,709.0769230769231,780,a,a,1830.0,11.0,2004.0,0
1099,7743.111982082867,7552.0,979.94960806271,893,a,c,200.0,4.0,2013.0,0
1100,5405.1543450064855,4893.0,667.3190661478599,771,a,a,540.0,,,0
1101,9972.266581632653,9423.0,988.4502551020408,784,d,c,4060.0,9.0,2012.0,0
1102,6999.988745980708,6823.5,706.4774919614148,622,a,a,850.0,11.0,2012.0,0
1103,5019.544174135724,4782.0,385.66453265044817,781,d,c,1340.0,10.0,2006.0,0
1104,5461.434083601286,5452.0,431.2138263665595,622,d,a,260.0,2.0,2012.0,0
1105,4564.572528883184,4155.0,510.0359435173299,779,c,c,330.0,11.0,2008.0,0
1106,4894.095663265306,4825.0,557.6135204081633,784,a,c,5330.0,9.0,2011.0,0
1107,6231.720706260032,5719.0,668.5313001605136,623,a,a,1400.0,6.0,2012.0,0
1108,5746.921794871795,5401.0,590.2666666666667,780,a,a,540.0,4.0,2004.0,0
1109,4927.204180064308,4568.5,452.3376205787781,622,c,a,3490.0,4.0,2011.0,0
1110,4531.910600255428,4222.0,540.176245210728,783,c,c,900.0,9.0,2010.0,0
1111,5251.702182284981,5028.0,451.7111681643132,779,a,a,1900.0,6.0,2014.0,0
1112,10236.577663671373,9410.0,838.6084724005135,779,c,c,1880.0,4.0,2006.0,0
1113,6627.859693877551,6354.5,717.0293367346939,784,a,c,9260.0,,,0
1114,20666.5625,20412.5,3200.9464285714284,784,a,c,870.0,,,0
1115,6302.469910371319,6126.0,432.62996158770807,781,d,c,5350.0,,,0
